instant,atemp,casual,cnt,dteday,holiday,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
288,0.498725,1899,5217,2011-10-15,0,0.483333,10,3318,4,0.506667,1,6,0.258083,0,0
652,0.391396,2252,7109,2012-10-13,0,0.494583,10,4857,4,0.393333,1,6,0.146142,0,1
533,0.594708,2963,7702,2012-06-16,0,0.504167,6,4739,2,0.631667,1,6,0.166667,0,1
74,0.318178,289,2056,2011-03-15,0,0.655652,3,1767,1,0.317391,2,2,0.184309,1,0
359,0.279961,303,754,2011-12-25,0,0.681304,12,451,1,0.274783,1,0,0.155091,0,0
215,0.679937,467,3574,2011-08-03,0,0.6575,8,3107,3,0.731667,2,3,0.135583,1,0
220,0.703283,846,4326,2011-08-08,0,0.592083,8,3480,3,0.765,1,1,0.192175,1,0
44,0.324113,397,1589,2011-02-13,0,0.457391,2,1192,1,0.316522,1,0,0.260883,0,0
689,0.375621,449,5499,2012-11-19,0,0.623333,11,5050,4,0.380833,2,1,0.235067,1,1
693,0.378779,1603,3910,2012-11-23,0,0.56875,11,2307,4,0.368333,1,5,0.148021,1,1
155,0.594696,1869,5342,2011-06-04,0,0.45625,6,3473,2,0.635,1,6,0.123142,0,0
345,0.253154,377,2743,2011-12-11,0,0.49,12,2366,4,0.220833,1,0,0.0665417,0,0
446,0.513258,1122,6230,2012-03-21,0,0.82125,3,5108,2,0.531667,2,3,0.0895583,1,1
116,0.594083,678,4400,2011-04-26,0,0.729167,4,3722,2,0.631667,1,2,0.3265,1,0
121,0.448204,1138,3351,2011-05-01,0,0.762083,5,2213,2,0.451667,2,0,0.106354,0,0
580,0.707088,983,7261,2012-08-02,0,0.659583,8,6278,3,0.7525,1,4,0.129354,1,1
282,0.523983,2397,5511,2011-10-09,0,0.7275,10,3114,4,0.540833,1,0,0.06345,0,0
432,0.3851,432,4916,2012-03-07,0,0.513333,3,4484,1,0.404167,1,3,0.345779,1,1
372,0.390779,1070,4521,2012-01-07,0,0.531667,1,3451,1,0.393333,1,6,0.174758,0,1
315,0.306817,440,3368,2011-11-11,1,0.44625,11,2928,4,0.324167,1,5,0.314675,0,0
249,0.5152,204,2710,2011-09-06,0,0.886957,9,2506,3,0.54,3,2,0.343943,1,0
698,0.289762,198,5260,2012-11-28,0,0.50625,11,5062,4,0.296667,1,3,0.210821,1,1
366,0.375621,686,2294,2012-01-01,0,0.6925,1,1608,1,0.37,1,0,0.192167,0,1
96,0.387608,413,2808,2011-04-06,0,0.470833,4,2395,2,0.390833,1,3,0.263063,1,0
184,0.668575,2282,4649,2011-07-03,0,0.6825,7,2367,3,0.716667,2,0,0.228858,0,0
492,0.546737,2135,6359,2012-05-06,0,0.74,5,4224,2,0.5625,2,0,0.149879,0,1
356,0.426121,227,3068,2011-12-22,0,0.7575,12,2841,1,0.423333,2,4,0.047275,1,0
460,0.53345,1058,6436,2012-04-04,0,0.469583,4,5378,2,0.541667,1,3,0.180975,1,1
659,0.472842,2806,8090,2012-10-20,0,0.572917,10,5284,4,0.484167,1,6,0.117537,0,1
146,0.654688,758,4677,2011-05-26,0,0.6775,5,3919,2,0.708333,1,4,0.199642,1,0
69,0.385668,46,623,2011-03-10,0,0,3,577,1,0.389091,3,4,0.261877,1,0
473,0.598487,989,6691,2012-04-17,0,0.390417,4,5702,2,0.608333,1,2,0.273629,1,1
229,0.666671,668,4694,2011-08-17,0,0.575417,8,4026,3,0.723333,1,3,0.143667,1,0
336,0.331433,268,3940,2011-12-02,0,0.625833,12,3672,4,0.314167,1,5,0.100754,1,0
15,0.248112,222,1248,2011-01-15,0,0.49875,1,1026,1,0.233333,2,6,0.157963,0,0
244,0.614921,783,5115,2011-09-01,0,0.639167,9,4332,3,0.655,1,4,0.141796,1,0
365,0.414121,665,2485,2011-12-31,0,0.615833,12,1820,1,0.41,1,6,0.220154,0,0
539,0.724121,964,5823,2012-06-22,0,0.57375,6,4859,3,0.7775,1,5,0.182842,1,1
410,0.333946,135,3922,2012-02-14,0,0.50875,2,3787,1,0.319167,2,2,0.141179,1,1
209,0.7399,606,4390,2011-07-28,0,0.583333,7,3784,3,0.779167,1,4,0.178479,1,0
22,0.0790696,93,981,2011-01-22,0,0.4,1,888,1,0.0591304,1,6,0.17197,0,0
112,0.321954,177,1683,2011-04-22,0,0.729583,4,1506,2,0.336667,2,5,0.219521,1,0
437,0.459592,838,5298,2012-03-12,0,0.489167,3,4460,1,0.466667,1,1,0.207713,1,1
233,0.675525,1249,3873,2011-08-21,0,0.77,8,2624,3,0.710833,1,0,0.248754,0,0
663,0.558721,795,7693,2012-10-24,0,0.63625,10,6898,4,0.5875,1,3,0.0727792,1,1
459,0.461483,1348,6772,2012-04-03,0,0.396667,4,5424,2,0.466667,1,2,0.100133,1,1
217,0.656567,1023,4866,2011-08-05,0,0.630833,8,3843,3,0.710833,1,5,0.184696,1,0
726,0.220333,9,441,2012-12-26,0,0.823333,12,432,1,0.243333,3,3,0.316546,1,1
525,0.597862,1488,7736,2012-06-08,0,0.467917,6,6248,2,0.649167,1,5,0.175383,1,1
236,0.630692,949,5130,2011-08-24,0,0.605,8,4181,3,0.673333,1,3,0.253108,1,0
433,0.524604,486,5382,2012-03-08,0,0.5675,3,4896,1,0.5275,1,4,0.441563,1,1
408,0.101658,73,1529,2012-02-12,0,0.464583,2,1456,1,0.1275,1,0,0.409212,0,1
640,0.512,763,6778,2012-10-01,0,0.649167,10,6015,4,0.520833,2,1,0.0908042,1,1
721,0.301767,221,3623,2012-12-21,0,0.556667,12,3402,1,0.326667,2,5,0.374383,1,1
484,0.377504,1120,4220,2012-04-28,0,0.489583,4,3100,2,0.376667,2,6,0.129975,0,1
578,0.662896,968,7216,2012-07-31,0,0.704167,7,6248,3,0.713333,1,2,0.165425,1,1
385,0.220958,115,3163,2012-01-20,0,0.45,1,3048,1,0.2175,2,5,0.20275,1,1
421,0.255675,317,2732,2012-02-25,0,0.395833,2,2415,1,0.290833,1,6,0.421642,0,1
262,0.529675,691,4539,2011-09-19,0,0.69,9,3848,3,0.549167,2,1,0.151742,1,0
597,0.603554,1208,4549,2012-08-19,0,0.711667,8,3341,3,0.635833,2,0,0.08645,0,1
579,0.667308,1074,7580,2012-08-01,0,0.6775,8,6506,3,0.7175,1,3,0.141179,1,1
491,0.584608,2496,6883,2012-05-05,0,0.756667,5,4387,2,0.621667,2,6,0.152992,0,1
702,0.359208,892,4649,2012-12-02,0,0.823333,12,3757,4,0.3475,2,0,0.124379,0,1
602,0.6471,1325,7582,2012-08-24,0,0.615,8,6257,3,0.7025,2,5,0.0721458,1,1
98,0.324479,172,1471,2011-04-08,0,0.83625,4,1299,2,0.335833,2,5,0.226992,1,0
669,0.309909,87,1096,2012-10-30,0,0.825455,10,1009,4,0.318182,2,2,0.213009,1,1
686,0.347204,484,5698,2012-11-16,0,0.524583,11,5214,4,0.345,1,5,0.171025,1,1
224,0.654042,1051,4905,2011-08-12,0,0.415,8,3854,3,0.708333,1,5,0.125621,1,0
152,0.720967,513,3974,2011-06-01,0,0.677083,6,3461,2,0.764167,2,3,0.207092,1,0
495,0.553025,620,4717,2012-05-09,0,0.744167,5,4097,2,0.575,2,3,0.216412,1,1
135,0.536,1582,4553,2011-05-15,0,0.867083,5,2971,2,0.5625,2,0,0.152979,0,0
503,0.572613,1242,7384,2012-05-17,0,0.52,5,6142,2,0.593333,1,4,0.229475,1,1
302,0.227913,57,627,2011-10-29,0,0.8825,10,570,4,0.254167,3,6,0.351371,0,0
389,0.349108,439,4339,2012-01-24,0,0.835833,1,3900,1,0.3425,1,2,0.123767,1,1
404,0.266421,109,2802,2012-02-08,0,0.722917,2,2693,1,0.256667,2,3,0.133721,1,1
54,0.245717,139,1917,2011-02-23,0,0.423043,2,1778,1,0.221739,1,3,0.094113,1,0
658,0.537896,753,5424,2012-10-19,0,0.815,10,4671,4,0.563333,2,5,0.134954,1,1
75,0.36693,321,2192,2011-03-16,0,0.776522,3,1871,1,0.365217,2,3,0.203117,1,0
338,0.3491,634,3485,2011-12-04,0,0.775833,12,2851,4,0.330833,1,0,0.0839583,0,0
632,0.518933,2454,7907,2012-09-23,0,0.467083,9,5453,4,0.529167,1,0,0.223258,0,1
259,0.461475,742,4760,2011-09-16,0,0.590417,9,4018,3,0.469167,2,5,0.164183,1,0
541,0.674254,2551,6891,2012-06-24,0,0.479167,6,4340,3,0.743333,1,0,0.145525,0,1
287,0.529675,529,3644,2011-10-14,0,0.71625,10,3115,4,0.550833,2,5,0.223883,1,0
651,0.433071,1060,7282,2012-10-12,0,0.539167,10,6222,4,0.4375,1,5,0.235092,1,1
115,0.5745,773,4073,2011-04-25,0,0.776667,4,3300,2,0.606667,1,1,0.185333,1,0
271,0.575158,480,3907,2011-09-28,0,0.84875,9,3427,4,0.635,2,3,0.148629,1,0
453,0.47095,674,5698,2012-03-28,0,0.48125,3,5024,2,0.484167,1,3,0.291671,1,1
607,0.635733,1177,7697,2012-08-29,0,0.552083,8,6520,3,0.685,1,3,0.112562,1,1
256,0.603554,701,4763,2011-09-13,0,0.7125,9,4062,3,0.650833,1,2,0.141804,1,0
627,0.565067,371,4073,2012-09-18,0,0.8725,9,3702,3,0.623333,2,2,0.357587,1,1
617,0.611121,1557,5976,2012-09-08,0,0.799167,9,4419,3,0.659167,2,6,0.281104,0,1
203,0.840896,562,3387,2011-07-22,0,0.580417,7,2825,3,0.848333,1,5,0.1331,1,0
174,0.693833,746,4790,2011-06-23,0,0.703333,6,4044,3,0.728333,2,4,0.238804,1,0
279,0.480425,639,4765,2011-10-06,0,0.620833,10,4126,4,0.494167,1,4,0.134954,1,0
173,0.693829,661,4507,2011-06-22,0,0.7075,6,3846,3,0.733333,1,3,0.172262,1,0
183,0.667308,2204,5119,2011-07-02,0,0.444583,7,2915,3,0.738333,1,6,0.115062,0,0
58,0.351109,694,2402,2011-02-27,0,0.68,2,1708,1,0.343478,1,0,0.125248,0,0
260,0.478512,1434,4511,2011-09-17,0,0.718333,9,3077,3,0.491667,2,6,0.189675,0,0
509,0.584612,766,5260,2012-05-23,0,0.774583,5,4494,2,0.621667,2,3,0.102,1,1
186,0.696338,1031,4665,2011-07-05,0,0.590417,7,3634,3,0.746667,1,2,0.126258,1,0
555,0.790396,1203,4672,2012-07-08,0,0.57375,7,3469,3,0.8225,1,0,0.125629,0,1
515,0.672992,880,5743,2012-05-29,0,0.684583,5,4863,2,0.7225,1,2,0.2954,1,1
254,0.609229,1633,5046,2011-09-11,0,0.71375,9,3413,3,0.653333,1,0,0.115054,0,0
593,0.654037,1198,7347,2012-08-15,0,0.619583,8,6149,3,0.706667,1,3,0.169771,1,1
419,0.444446,516,5062,2012-02-23,0,0.554583,2,4546,1,0.454167,1,4,0.190913,1,1
518,0.607962,533,4127,2012-06-01,0,0.755417,6,3594,2,0.654167,2,5,0.237563,1,1
148,0.612379,2001,4758,2011-05-28,0,0.729583,5,2757,2,0.655833,1,6,0.230092,0,0
223,0.651521,812,4792,2011-08-11,0,0.42375,8,3980,3,0.7175,1,4,0.164796,1,0
603,0.618696,1829,6053,2012-08-25,0,0.712917,8,4224,3,0.661667,2,6,0.244408,0,1
86,0.250339,472,1693,2011-03-27,0,0.493913,3,1221,2,0.253043,2,0,0.1843,0,0
89,0.29735,168,1536,2011-03-30,0,0.646667,3,1368,2,0.3,2,3,0.172888,1,0
78,0.466525,1424,3117,2011-03-19,0,0.379167,3,1693,1,0.4725,1,6,0.368167,0,0
265,0.554963,555,4795,2011-09-22,0,0.902083,9,4240,3,0.628333,2,4,0.128125,1,0
216,0.664788,799,4576,2011-08-04,0,0.7575,8,3777,3,0.71,2,4,0.19715,1,0
243,0.611121,688,5058,2011-08-31,0,0.597917,8,4370,3,0.656667,1,3,0.0833333,1,0
462,0.390767,1807,6460,2012-04-06,0,0.377083,4,4653,2,0.403333,1,5,0.300388,1,1
189,0.670483,692,4040,2011-07-08,0,0.757917,7,3348,3,0.709167,2,5,0.225129,1,0
655,0.460846,922,7534,2012-10-16,0,0.558333,10,6612,4,0.468333,1,2,0.182221,1,1
107,0.445696,1558,3744,2011-04-17,0,0.479583,4,2186,2,0.456667,1,0,0.303496,0,0
149,0.61555,2355,4788,2011-05-29,0,0.81875,5,2433,2,0.6675,1,0,0.213938,0,0
27,0.2197,15,431,2011-01-27,0,0.6875,1,416,1,0.195,1,4,0.113837,1,0
550,0.70265,1052,6660,2012-07-03,0,0.492083,7,5608,3,0.780833,1,2,0.126237,1,1
141,0.571975,2258,5805,2011-05-21,0,0.626667,5,3547,2,0.6025,1,6,0.12065,0,0
575,0.697604,2234,6685,2012-07-28,0,0.613333,7,4451,3,0.755833,1,6,0.15735,0,1
412,0.330162,74,3005,2012-02-16,0,0.752917,2,2931,1,0.316667,2,4,0.091425,1,1
396,0.381317,324,4509,2012-01-31,0,0.416667,1,4185,1,0.39,1,2,0.261817,1,1
119,0.497463,878,4595,2011-04-29,0,0.457083,4,3717,2,0.51,1,5,0.240063,1,0
59,0.400118,81,1446,2011-02-28,0,0.876364,2,1365,1,0.407273,2,1,0.289686,1,0
296,0.422333,1619,4381,2011-10-23,0,0.74125,10,2762,4,0.421667,1,0,0.0995125,0,0
537,0.720975,872,6211,2012-06-20,0,0.592083,6,5339,2,0.7825,1,3,0.113812,1,1
529,0.597875,477,4972,2012-06-12,0,0.833333,6,4495,2,0.653333,2,2,0.214546,1,1
376,0.282821,92,2177,2012-01-11,0,0.8475,1,2085,1,0.274167,2,3,0.131221,1,1
590,0.644579,2182,6544,2012-08-12,0,0.530417,8,4362,3,0.700833,1,0,0.122512,0,1
289,0.503154,1748,5041,2011-10-16,0,0.486667,10,3293,4,0.511667,1,0,0.281717,0,0
20,0.25505,83,1927,2011-01-20,0,0.538333,1,1844,1,0.261667,2,4,0.195904,1,0
199,0.703925,841,4458,2011-07-18,0,0.65125,7,3617,3,0.746667,1,1,0.215804,1,0
427,0.359842,246,3194,2012-03-02,0,0.657083,3,2948,1,0.353333,2,5,0.144904,1,1
630,0.571971,1250,8167,2012-09-21,0,0.66875,9,6917,3,0.599167,1,5,0.154229,1,1
666,0.515133,2643,7852,2012-10-27,0,0.72,10,5209,4,0.53,2,6,0.235692,0,1
521,0.578283,1071,6998,2012-06-04,0,0.487083,6,5927,2,0.5975,1,1,0.284833,1,1
654,0.53915,760,5875,2012-10-15,0,0.7075,10,5115,4,0.561667,2,1,0.296037,1,1
195,0.635104,888,5084,2011-07-14,0,0.47625,7,4196,3,0.680833,1,4,0.240667,1,0
242,0.594704,775,5204,2011-08-30,0,0.548333,8,4429,3,0.639167,1,2,0.125008,1,0
633,0.502513,1001,7436,2012-09-24,0,0.492917,9,6435,4,0.514167,1,1,0.142404,1,1
337,0.310604,706,3614,2011-12-03,0,0.612917,12,2908,4,0.299167,1,6,0.0957833,0,0
200,0.747479,752,4541,2011-07-19,0,0.650417,7,3789,3,0.776667,1,2,0.1306,1,0
584,0.710246,1233,7013,2012-08-06,0,0.654167,8,5780,3,0.7525,2,1,0.129354,1,1
167,0.595346,545,3767,2011-06-16,0,0.688333,6,3222,2,0.628333,2,4,0.206471,1,0
240,0.647959,1415,4334,2011-08-28,0,0.561765,8,2919,3,0.707059,1,0,0.304659,0,0
190,0.664158,1988,5336,2011-07-09,0,0.609167,7,3348,3,0.733333,1,6,0.167912,0,0
333,0.451375,96,2914,2011-11-29,0,0.830833,11,2818,4,0.458333,2,2,0.258092,1,0
7,0.208839,148,1510,2011-01-07,0,0.498696,1,1362,1,0.196522,2,5,0.168726,1,0
226,0.624388,1338,3820,2011-08-14,0,0.8175,8,2482,3,0.676667,2,0,0.222633,0,0
636,0.607975,751,7393,2012-09-27,0,0.690833,9,6642,4,0.65,2,4,0.134342,1,1
532,0.599754,1563,7665,2012-06-15,0,0.589583,6,6102,2,0.639167,1,5,0.176617,1,1
613,0.686888,867,6864,2012-09-04,0,0.755,9,5997,3,0.725833,1,2,0.236321,1,1
690,0.380667,534,5634,2012-11-20,0,0.685,11,5100,4,0.374167,2,2,0.082725,1,1
566,0.714642,888,6591,2012-07-19,0,0.600417,7,5703,3,0.77,1,4,0.165429,1,1
488,0.537896,667,6169,2012-05-02,0,0.797083,5,5502,2,0.564167,1,3,0.138058,1,1
150,0.671092,1549,4098,2011-05-30,1,0.685,5,2549,2,0.733333,1,1,0.131225,0,0
413,0.351629,349,4154,2012-02-17,0,0.634583,2,3805,1,0.343333,1,5,0.205846,1,1
281,0.513242,2235,5409,2011-10-08,0,0.70125,10,3174,4,0.521667,1,6,0.0454042,0,0
85,0.257571,981,2496,2011-03-26,0,0.394167,3,1515,2,0.265833,1,6,0.209571,0,0
554,0.804913,1448,4840,2012-07-07,0,0.492083,7,3392,3,0.861667,1,6,0.163554,0,1
207,0.696979,750,4590,2011-07-26,0,0.540833,7,3840,3,0.771667,1,2,0.200258,1,0
100,0.426737,1188,2895,2011-04-10,0,0.8575,4,1707,2,0.426667,2,0,0.146767,0,0
502,0.595975,991,7424,2012-05-16,0,0.697917,5,6433,2,0.636667,1,3,0.122512,1,1
464,0.492425,2230,5169,2012-04-08,0,0.275833,4,2939,2,0.5,1,0,0.232596,0,1
295,0.425492,1499,4308,2011-10-22,0,0.629167,10,2809,4,0.4225,1,6,0.0926667,0,0
317,0.43055,1004,3717,2011-11-13,0,0.458333,11,2713,4,0.440833,1,0,0.281721,0,0
297,0.457067,699,4187,2011-10-24,0,0.772083,10,3488,4,0.463333,1,1,0.118792,1,0
131,0.5284,550,4182,2011-05-11,0,0.632917,5,3632,2,0.5425,1,3,0.120642,1,0
36,0.243058,100,1005,2011-02-05,0,0.929167,2,905,1,0.233333,2,6,0.161079,0,0
40,0.144283,53,1605,2011-02-09,0,0.494783,2,1552,1,0.134783,2,3,0.188839,1,0
679,0.355413,709,5992,2012-11-09,0,0.540833,11,5283,4,0.361667,1,5,0.214558,1,1
198,0.669833,2006,5302,2011-07-17,0,0.604167,7,3296,3,0.719167,1,0,0.245033,0,0
556,0.654054,998,6569,2012-07-09,0,0.683333,7,5571,3,0.710833,2,1,0.180975,1,1
347,0.301138,155,3523,2011-12-13,0,0.59,12,3368,4,0.2825,1,2,0.14055,1,0
68,0.286608,191,1891,2011-03-09,0,0.775417,3,1700,1,0.295833,2,3,0.22015,1,0
626,0.55305,1022,6869,2012-09-17,0,0.734583,9,5847,3,0.580833,2,1,0.151742,1,1
341,0.400246,50,705,2011-12-07,0,0.970417,12,655,4,0.41,3,3,0.266175,1,0
179,0.692558,732,4648,2011-06-28,0,0.634167,6,3916,3,0.744167,1,2,0.144283,1,0
307,0.405921,318,3974,2011-11-03,0,0.702083,11,3656,4,0.408333,1,4,0.136817,1,0
620,0.554292,1070,7767,2012-09-11,0,0.52,9,6697,3,0.5775,1,2,0.0920542,1,1
682,0.475383,1097,6269,2012-11-12,1,0.741667,11,5172,4,0.485,1,1,0.173517,0,1
445,0.538533,1051,6093,2012-03-20,0,0.807917,3,5042,1,0.560833,1,2,0.121271,1,1
193,0.739275,662,4258,2011-07-12,0,0.559167,7,3596,3,0.794167,1,2,0.200254,1,0
466,0.436233,819,5918,2012-04-10,0,0.435,4,5099,2,0.446667,1,2,0.249375,1,1
38,0.303658,120,1712,2011-02-07,0,0.738333,2,1592,1,0.271667,1,1,0.0454083,1,0
606,0.66605,935,7040,2012-08-28,0,0.62,8,6105,3,0.728333,1,2,0.190925,1,1
319,0.507579,449,4195,2011-11-15,0,0.68875,11,3746,4,0.53,2,2,0.199633,1,0
392,0.415383,269,3456,2012-01-27,0,0.74125,1,3187,1,0.425,2,5,0.342667,1,1
298,0.463375,695,4687,2011-10-25,0,0.622917,10,3992,4,0.471667,1,2,0.166658,1,0
187,0.685633,784,4629,2011-07-06,0,0.743333,7,3845,3,0.72,1,3,0.149883,1,0
668,0.4394,2,22,2012-10-29,0,0.88,10,20,4,0.44,3,1,0.3582,1,1
661,0.482942,830,7058,2012-10-22,0,0.568333,10,6228,4,0.4875,1,1,0.0814833,1,1
454,0.482304,834,6133,2012-03-29,0,0.439167,3,5299,2,0.494167,1,4,0.31965,1,1
291,0.522721,637,4748,2011-10-18,0,0.701667,10,4111,4,0.5325,2,2,0.110087,1,0
57,0.282192,424,1969,2011-02-26,0,0.537917,2,1545,1,0.2825,1,6,0.186571,0,0
696,0.339004,337,5087,2012-11-26,0,0.535417,11,4750,4,0.313333,1,1,0.04665,1,1
39,0.198246,64,1530,2011-02-08,0,0.537917,2,1466,1,0.220833,1,2,0.36195,1,0
400,0.272725,384,2832,2012-02-04,0,0.779583,2,2448,1,0.264167,2,6,0.121896,0,1
205,0.794829,1050,3606,2011-07-24,0,0.550833,7,2556,3,0.83,1,0,0.169171,0,0
306,0.390133,370,4186,2011-11-02,0,0.71875,11,3816,4,0.3775,1,3,0.0820917,1,0
519,0.566288,2795,8120,2012-06-02,0,0.549167,6,5325,2,0.583333,1,6,0.186562,0,1
6,0.233209,88,1606,2011-01-06,0,0.518261,1,1518,1,0.204348,1,4,0.0895652,1,0
684,0.281563,373,5495,2012-11-14,0,0.552083,11,5122,4,0.289167,1,3,0.199625,1,1
648,0.438112,601,6392,2012-10-09,0,0.761667,10,5791,4,0.446667,2,2,0.1903,1,1
609,0.6894,1433,7350,2012-08-31,0,0.5875,8,5917,3,0.764167,1,5,0.168533,1,1
71,0.32575,724,2132,2011-03-12,0,0.594583,3,1408,1,0.329167,1,6,0.220775,0,0
126,0.474117,894,4608,2011-05-06,0,0.59,5,3714,2,0.479167,1,5,0.228246,1,0
611,0.649,2613,5810,2012-09-02,0,0.815,9,3197,3,0.696667,2,0,0.0640708,0,1
387,0.16225,196,1977,2012-01-22,0,0.79625,1,1781,1,0.1625,2,0,0.199638,0,1
228,0.645837,721,4725,2011-08-16,0,0.578333,8,4004,3,0.700833,1,2,0.236329,1,0
728,0.255046,644,3095,2012-12-28,0,0.59,12,2451,1,0.253333,2,5,0.155471,1,1
208,0.690667,755,4656,2011-07-27,0,0.402917,7,3901,3,0.775,1,3,0.183463,1,0
156,0.616804,1685,4906,2011-06-05,0,0.6525,6,3221,2,0.648333,2,0,0.138692,0,0
522,0.525892,968,7001,2012-06-05,0,0.613333,6,6033,2,0.540833,2,2,0.209575,1,1
407,0.210867,192,2169,2012-02-11,0,0.73125,2,1977,1,0.224167,3,6,0.289796,0,1
231,0.633221,797,4153,2011-08-19,0,0.722917,8,3356,3,0.685,2,5,0.139308,1,0
81,0.440642,460,2703,2011-03-22,0,0.624583,3,2243,2,0.441667,1,2,0.22575,1,0
394,0.272721,558,3243,2012-01-29,0,0.31125,1,2685,1,0.2825,1,0,0.24005,0,1
227,0.616167,775,4338,2011-08-15,0,0.712083,8,3563,3,0.665833,1,1,0.208954,1,0
436,0.35967,1658,4911,2012-03-11,0,0.476957,3,3253,1,0.361739,1,0,0.222587,0,1
29,0.212126,123,1098,2011-01-29,0,0.651739,1,975,1,0.196522,1,6,0.145365,0,0
182,0.652162,1246,5362,2011-07-01,0,0.39625,7,4116,3,0.7225,1,5,0.102608,1,0
172,0.637646,774,4835,2011-06-21,0,0.770417,6,4061,3,0.680833,2,2,0.171025,1,0
511,0.627529,1417,6734,2012-05-25,0,0.747083,5,5317,2,0.68,1,5,0.14055,1,1
545,0.675512,921,6879,2012-06-28,0,0.4225,6,5958,3,0.749167,1,4,0.17165,1,1
300,0.457046,240,2659,2011-10-27,0,0.812917,10,2419,4,0.47,2,4,0.197763,1,0
64,0.378779,640,2077,2011-03-05,0,0.789167,3,1437,1,0.384167,2,6,0.251871,0,0
615,0.655329,611,6203,2012-09-06,0,0.810417,9,5592,3,0.696667,2,4,0.142421,1,1
563,0.724125,1088,6830,2012-07-16,0,0.645,7,5742,3,0.763333,1,1,0.164187,1,1
37,0.291671,354,1623,2011-02-06,0,0.568333,2,1269,1,0.285833,1,0,0.1418,0,0
290,0.510725,713,4570,2011-10-17,0,0.579583,10,3857,4,0.534167,1,1,0.175379,1,0
76,0.410333,424,2744,2011-03-17,0,0.602917,3,2320,1,0.415,1,4,0.209579,1,0
9,0.116175,54,822,2011-01-09,0,0.434167,1,768,1,0.138333,1,0,0.36195,0,0
494,0.557471,738,5728,2012-05-08,0,0.685833,5,4990,2,0.581667,2,2,0.296029,1,1
357,0.377513,163,2209,2011-12-23,0,0.68625,12,2046,1,0.373333,1,5,0.274246,1,0
442,0.505046,3155,7836,2012-03-17,0,0.755833,3,4681,1,0.514167,2,6,0.110704,0,1
524,0.569442,1038,7494,2012-06-07,0,0.567083,6,6456,2,0.6025,1,4,0.15735,1,1
558,0.650271,975,7264,2012-07-11,0,0.633333,7,6289,3,0.716667,1,3,0.151733,1,1
712,0.297338,310,5319,2012-12-12,0,0.538333,12,5009,4,0.2975,2,3,0.162937,1,1
405,0.261988,163,3830,2012-02-09,0,0.562083,2,3667,1,0.265,1,4,0.194037,1,1
312,0.412246,376,4205,2011-11-08,0,0.721667,11,3829,4,0.408333,1,2,0.0690375,1,0
621,0.570075,1050,7870,2012-09-12,0,0.577083,9,6820,3,0.599167,1,3,0.131846,1,1
388,0.243058,145,2432,2012-01-23,0,0.91125,1,2287,1,0.218333,2,1,0.110708,1,1
595,0.2424,1483,7148,2012-08-17,0,0.570833,8,5665,3,0.723333,1,5,0.231354,1,1
469,0.431808,1252,6398,2012-04-13,0,0.408333,4,5146,2,0.4425,1,5,0.155471,1,1
270,0.574525,477,4120,2011-09-27,0,0.885417,9,3643,4,0.636667,2,2,0.118171,1,0
384,0.190038,130,3292,2012-01-19,0,0.4975,1,3162,1,0.19,1,4,0.220158,1,1
598,0.595967,1026,6530,2012-08-20,0,0.734167,8,5504,3,0.635833,2,1,0.129979,1,1
625,0.563125,2166,7333,2012-09-16,0,0.57,9,5167,3,0.58,1,0,0.0901833,0,1
616,0.657204,1045,7504,2012-09-07,0,0.73625,9,6459,3,0.703333,1,5,0.171646,1,1
168,0.600383,863,4844,2011-06-17,0,0.735833,6,3981,2,0.649167,1,5,0.143029,1,0
585,0.697621,1278,7273,2012-08-07,0,0.70375,8,5995,3,0.735833,2,2,0.116908,1,1
676,0.281567,466,5686,2012-11-06,0,0.567083,11,5220,4,0.280833,1,2,0.173513,1,1
354,0.396454,216,3750,2011-12-20,0,0.595417,12,3534,4,0.385833,2,2,0.0615708,1,0
708,0.389508,1153,5582,2012-12-08,0,0.91125,12,4429,4,0.381667,2,6,0.101379,0,1
258,0.553671,428,3659,2011-09-15,0,0.709167,9,3231,3,0.5775,2,4,0.271146,1,0
349,0.412237,181,3709,2011-12-15,0,0.634167,12,3528,4,0.4225,2,4,0.268042,1,0
443,0.464,2207,5892,2012-03-18,0,0.81,3,3685,1,0.4725,2,0,0.126883,0,1
335,0.305554,182,3727,2011-12-01,0,0.524583,12,3545,4,0.3125,1,4,0.220158,1,0
230,0.662258,639,3805,2011-08-18,0,0.654583,8,3166,3,0.711667,1,4,0.233208,1,0
367,0.252304,244,1951,2012-01-02,1,0.381304,1,1707,1,0.273043,1,1,0.329665,0,1
703,0.455796,555,6234,2012-12-03,0,0.7675,12,5679,4,0.4525,1,1,0.0827208,1,1
14,0.188413,54,1421,2011-01-14,0,0.537826,1,1367,1,0.16087,1,5,0.126548,1,0
683,0.323225,327,4094,2012-11-13,0,0.662917,11,3767,4,0.343333,2,2,0.342046,1,1
180,0.654688,848,5225,2011-06-29,0,0.497917,6,4377,3,0.728333,1,3,0.261821,1,0
267,0.564412,1776,5423,2011-09-24,0,0.8625,9,3647,4,0.606667,2,6,0.0783833,0,0
342,0.256938,150,3322,2011-12-08,0,0.58,12,3172,4,0.265833,1,4,0.240058,1,0
457,0.417287,2347,6041,2012-04-01,0,0.67625,4,3694,2,0.425833,2,0,0.172267,0,1
