instant,atemp,casual,cnt,dteday,holiday,hr,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
13584,0.6061,0,4,2012-07-25,0,4,0.65,7,4,3,0.64,1,3,0.2239,1,1
1206,0.1515,2,96,2011-02-23,0,7,0.54,2,94,1,0.12,1,3,0.1343,1,0
1545,0.303,18,194,2011-03-09,0,17,0.76,3,176,1,0.34,2,3,0.2985,1,0
10854,0.3939,52,317,2012-04-02,0,9,0.54,4,265,2,0.38,1,1,0.3582,1,1
14152,0.2424,97,359,2012-08-17,0,20,0.58,8,262,3,0.72,2,5,0.2239,1,1
9105,0.2121,0,68,2012-01-20,0,6,0.6,1,68,1,0.24,1,5,0.2836,1,1
7988,0.3333,48,254,2011-12-04,0,11,0.81,12,206,4,0.34,1,0,0.1642,0,0
5311,0.5606,1,3,2011-08-14,0,4,0.94,8,2,3,0.64,3,0,0.194,0,0
7931,0.2879,0,10,2011-12-02,0,2,0.75,12,10,4,0.24,1,5,0,1,0
17070,0.3182,6,41,2012-12-19,0,0,0.61,12,35,4,0.3,1,3,0,1,1
8777,0.3333,23,191,2012-01-06,0,12,0.5,1,168,1,0.36,1,5,0.2537,1,1
10726,0.3333,1,30,2012-03-28,0,0,0.4,3,29,2,0.36,1,3,0.2836,1,1
6543,0.4394,1,5,2011-10-05,0,4,0.88,10,4,4,0.44,1,3,0,1,0
3402,0.7576,40,141,2011-05-26,0,15,0.46,5,101,2,0.82,2,4,0.2836,1,0
15153,0.6515,106,410,2012-09-28,0,13,0.51,9,304,4,0.7,2,5,0.2537,1,1
1202,0.1515,0,1,2011-02-23,0,2,0.5,2,1,1,0.12,1,3,0.1343,1,0
7237,0.3333,1,5,2011-11-03,0,3,0.81,11,4,4,0.34,1,4,0.1343,1,0
4294,0.697,156,305,2011-07-02,0,19,0.33,7,149,3,0.8,1,6,0.2239,0,0
1434,0.2879,4,19,2011-03-05,0,0,0.81,3,15,1,0.28,2,6,0.1045,0,0
9083,0.1515,9,423,2012-01-19,0,8,0.54,1,414,1,0.12,1,4,0.1045,1,1
3904,0.6667,37,151,2011-06-16,0,13,0.54,6,114,2,0.72,2,4,0.2537,1,0
6200,0.5303,29,206,2011-09-20,0,21,0.94,9,177,3,0.56,1,2,0,1,0
3700,0.6061,3,23,2011-06-08,0,1,0.78,6,20,2,0.66,1,3,0,1,0
2962,0.4545,8,23,2011-05-08,0,7,0.82,5,15,2,0.46,2,0,0,0,0
16062,0.2879,17,153,2012-11-06,0,22,0.56,11,136,4,0.3,2,2,0.2239,1,1
11010,0.5,53,130,2012-04-08,0,21,0.34,4,77,2,0.52,1,0,0.2239,0,1
6053,0.6818,83,586,2011-09-14,0,18,0.62,9,503,3,0.72,1,3,0.1642,1,0
5741,0.6667,39,174,2011-09-01,0,15,0.51,9,135,3,0.72,1,4,0.1343,1,0
11134,0.3939,3,56,2012-04-14,0,2,0.66,4,53,2,0.38,1,6,0.1343,0,1
10088,0.4545,5,286,2012-03-01,0,9,0.77,3,281,1,0.46,1,4,0.2537,1,1
2968,0.6212,166,390,2011-05-08,0,13,0.49,5,224,2,0.6,1,0,0.1343,0,0
13402,0.8333,54,214,2012-07-17,0,14,0.29,7,160,3,0.94,1,2,0.2537,1,1
11102,0.4848,63,610,2012-04-12,0,18,0.27,4,547,2,0.5,1,4,0.3881,1,1
5379,0.6212,8,24,2011-08-17,0,0,0.69,8,16,3,0.66,1,3,0.0896,1,0
14651,0.7576,66,331,2012-09-07,0,15,0.55,9,265,3,0.8,1,5,0.2537,1,1
6657,0.5,48,152,2011-10-09,0,22,0.94,10,104,4,0.52,2,0,0,0,0
8173,0.2424,0,3,2011-12-12,0,4,0.74,12,3,4,0.18,1,1,0,1,0
7189,0.3485,1,6,2011-11-01,0,3,0.81,11,5,4,0.36,2,2,0.1343,1,0
13120,0.7879,78,321,2012-07-05,0,20,0.41,7,243,3,0.86,2,4,0.2239,1,1
4330,0.6061,17,36,2011-07-04,1,7,0.83,7,19,3,0.66,1,1,0.1343,0,0
3515,0.7424,34,406,2011-05-31,0,8,0.59,5,372,2,0.78,1,2,0.1343,1,0
11334,0.3939,11,68,2012-04-22,0,10,0.82,4,57,2,0.38,3,0,0.3284,0,1
4216,0.697,45,231,2011-06-29,0,13,0.31,6,186,3,0.8,1,3,0.3284,1,0
10016,0.2424,14,528,2012-02-27,0,8,0.6,2,514,1,0.24,1,1,0,1,1
10715,0.3485,46,211,2012-03-27,0,13,0.27,3,165,2,0.36,1,2,0,1,1
2364,0.3939,2,65,2011-04-13,0,9,0.94,4,63,2,0.38,2,3,0.2239,1,0
8434,0.4091,1,12,2011-12-23,0,1,0.87,12,11,1,0.4,3,5,0.194,1,0
9876,0.2727,16,163,2012-02-21,0,12,0.56,2,147,1,0.3,2,2,0.3881,1,1
9497,0.303,40,243,2012-02-05,0,14,0.61,2,203,1,0.3,1,0,0.1642,0,1
2537,0.6515,33,148,2011-04-20,0,14,0.4,4,115,2,0.74,1,3,0.4627,1,0
13146,0.7576,78,288,2012-07-06,0,22,0.55,7,210,3,0.8,1,5,0.194,1,1
11435,0.5,39,204,2012-04-26,0,15,0.83,4,165,2,0.52,2,4,0.3284,1,1
642,0.1818,0,33,2011-01-30,0,0,0.8,1,33,1,0.16,1,0,0.1045,0,0
1567,0.4394,2,111,2011-03-10,0,17,0,3,109,1,0.44,2,4,0.3881,1,0
16370,0.4091,25,406,2012-11-19,0,19,0.58,11,381,4,0.4,2,1,0.2836,1,1
11628,0.6818,82,440,2012-05-04,0,16,0.48,5,358,2,0.76,1,5,0.1642,1,1
835,0.2576,1,10,2011-02-07,0,5,0.86,2,9,1,0.2,1,1,0,1,0
16431,0.2424,20,97,2012-11-22,1,8,0.75,11,77,4,0.24,1,4,0.1343,0,1
15415,0.4697,37,193,2012-10-09,0,11,0.69,10,156,4,0.48,2,2,0.194,1,1
5150,0.8333,113,269,2011-08-07,0,11,0.63,8,156,3,0.82,1,0,0,0,0
4874,0.7121,18,89,2011-07-26,0,23,0.58,7,71,3,0.76,1,2,0.1045,1,0
1624,0.3333,4,13,2011-03-13,0,4,0.66,3,9,1,0.34,1,0,0.1642,0,0
4329,0.5758,5,16,2011-07-04,1,6,0.89,7,11,3,0.64,1,1,0.1642,0,0
10283,0.3333,27,201,2012-03-09,0,12,0.34,3,174,1,0.36,1,5,0.4179,1,1
5746,0.6212,33,280,2011-09-01,0,20,0.61,9,247,3,0.66,1,4,0.2239,1,0
15237,0.5152,0,11,2012-10-02,0,1,0.77,10,11,4,0.54,2,2,0.1045,1,1
2714,0.5606,25,78,2011-04-27,0,23,0.88,4,53,2,0.62,2,3,0.3582,1,0
16407,0.303,12,551,2012-11-21,0,8,0.81,11,539,4,0.28,2,3,0.0896,1,1
1952,0.2273,6,21,2011-03-27,0,2,0.55,3,15,2,0.22,3,0,0.194,0,0
4480,0.7273,139,367,2011-07-10,0,13,0.46,7,228,3,0.8,1,0,0.2985,0,0
13255,0.7121,56,229,2012-07-11,0,11,0.58,7,173,3,0.76,2,3,0.1343,1,1
3938,0.5758,37,178,2011-06-17,0,23,0.83,6,141,2,0.62,1,5,0.1343,1,0
5910,0.5606,2,68,2011-09-08,0,18,0.94,9,66,3,0.64,3,4,0.3582,1,0
14073,0.7273,83,286,2012-08-14,0,13,0.46,8,203,3,0.8,1,2,0.0896,1,1
14425,0.5909,3,40,2012-08-29,0,5,0.73,8,37,3,0.6,1,3,0.194,1,1
6196,0.5606,66,511,2011-09-20,0,17,0.83,9,445,3,0.6,1,2,0.1045,1,0
11619,0.5303,9,356,2012-05-04,0,7,0.88,5,347,2,0.56,1,5,0,1,1
13239,0.6667,55,414,2012-07-10,0,19,0.74,7,359,3,0.7,3,2,0.2239,1,1
8652,0.2727,1,2,2012-01-01,0,6,0.93,1,1,1,0.26,1,0,0.1343,0,1
12859,0.6818,20,87,2012-06-24,0,23,0.58,6,67,3,0.74,1,0,0.1045,0,1
864,0.1818,4,48,2011-02-08,0,10,0.47,2,44,1,0.22,1,2,0.5522,1,0
13458,0.5909,6,68,2012-07-19,0,22,0.89,7,62,3,0.66,3,4,0.2537,1,1
12700,0.5152,27,474,2012-06-18,0,8,0.83,6,447,2,0.54,2,1,0.194,1,1
1476,0.2576,0,11,2011-03-06,0,19,1,3,11,1,0.3,3,0,0.4925,0,0
11082,0.303,4,134,2012-04-11,0,22,0.57,4,130,2,0.34,1,3,0.3284,1,1
13046,0.7273,72,730,2012-07-02,0,18,0.32,7,658,3,0.84,1,1,0.1642,1,1
3732,0.7879,20,168,2011-06-09,0,9,0.49,6,148,2,0.84,1,4,0,1,0
4398,0.5606,2,4,2011-07-07,0,3,0.94,7,2,3,0.64,1,4,0.1045,1,0
16290,0.3939,33,218,2012-11-16,0,11,0.43,11,185,4,0.38,1,5,0.2239,1,1
8955,0.1818,5,65,2012-01-13,0,23,0.47,1,60,1,0.18,1,5,0.194,1,1
16456,0.2879,32,112,2012-11-23,0,9,0.75,11,80,4,0.28,1,5,0.1045,1,1
6816,0.6212,169,438,2011-10-16,0,13,0.35,10,269,4,0.6,1,0,0.2985,0,0
8424,0.4697,28,214,2011-12-22,0,15,0.59,12,186,1,0.48,2,4,0,1,0
10386,0.6212,45,351,2012-03-13,0,20,0.49,3,306,1,0.6,1,2,0.1642,1,1
10776,0.3333,1,7,2012-03-30,0,2,0.53,3,6,2,0.36,1,5,0.2985,1,1
15596,0.3939,1,49,2012-10-17,0,0,0.76,10,48,4,0.38,1,3,0,1,1
12570,0.5909,19,207,2012-06-12,0,22,0.94,6,188,2,0.66,1,2,0.1045,1,1
16436,0.4545,125,269,2012-11-22,1,13,0.31,11,144,4,0.46,1,4,0,0,1
9314,0.3182,6,85,2012-01-28,0,23,0.31,1,79,1,0.32,1,6,0.194,0,1
13175,0.7727,1,35,2012-07-08,0,3,0.59,7,34,3,0.8,1,0,0.1045,0,1
3620,0.6515,142,344,2011-06-04,0,17,0.34,6,202,2,0.72,2,6,0.2537,0,0
10090,0.5303,19,168,2012-03-01,0,11,0.43,3,149,1,0.56,1,4,0.194,1,1
16361,0.3333,33,139,2012-11-19,0,10,0.66,11,106,4,0.36,2,1,0.2537,1,1
4501,0.7576,44,117,2011-07-11,0,10,0.55,7,73,3,0.8,1,1,0.3582,1,0
4751,0.8939,38,237,2011-07-21,0,20,0.71,7,199,3,0.84,1,4,0.2239,1,0
6360,0.6667,29,151,2011-09-27,0,13,0.74,9,122,4,0.7,2,2,0.2239,1,0
10225,0.2879,0,4,2012-03-07,0,2,0.56,3,4,1,0.3,1,3,0.2836,1,1
774,0.2879,8,99,2011-02-04,0,16,0.42,2,91,1,0.3,2,5,0.2239,1,0
1763,0.5152,1,8,2011-03-19,0,3,0.39,3,7,1,0.54,2,6,0.3284,0,0
10913,0.6212,39,372,2012-04-04,0,20,0.27,4,333,2,0.64,1,3,0.2239,1,1
15241,0.5303,1,43,2012-10-02,0,5,0.83,10,42,4,0.56,2,2,0.1343,1,1
6836,0.4848,26,206,2011-10-17,0,9,0.45,10,180,4,0.5,2,1,0.2836,1,0
7384,0.3333,0,98,2011-11-09,0,6,0.87,11,98,4,0.3,1,3,0,1,0
6258,0.5455,14,254,2011-09-23,0,7,0.94,9,240,4,0.62,3,5,0.1343,1,0
15832,0.5152,40,311,2012-10-26,0,20,0.83,10,271,4,0.54,2,5,0.1642,1,1
508,0.0758,0,1,2011-01-23,0,6,0.57,1,1,1,0.04,2,0,0.1045,0,0
6785,0.4091,5,20,2011-10-15,0,6,0.71,10,15,4,0.4,1,6,0,0,0
10432,0.6212,98,746,2012-03-15,0,18,0.44,3,648,1,0.66,1,4,0.2836,1,1
9210,0.4091,52,208,2012-01-24,0,15,0.71,1,156,1,0.4,2,2,0.1642,1,1
1471,0.4394,12,39,2011-03-06,0,14,1,3,27,1,0.44,3,0,0.2239,0,0
3996,0.5758,19,219,2011-06-20,0,9,0.78,6,200,2,0.6,2,1,0.2537,1,0
1857,0.3182,1,2,2011-03-23,0,2,0.76,3,1,2,0.34,3,3,0.2239,1,0
13611,0.6667,17,495,2012-07-26,0,7,0.74,7,478,3,0.7,1,4,0.2537,1,1
14617,0.6667,3,38,2012-09-06,0,5,0.84,9,35,3,0.7,2,4,0.194,1,1
8644,0.3939,2,38,2011-12-31,0,22,0.62,12,36,1,0.38,1,6,0.1343,0,0
13214,0.6818,82,872,2012-07-09,0,18,0.48,7,790,3,0.76,1,1,0.1343,1,1
3678,0.5909,1,2,2011-06-07,0,3,0.73,6,1,2,0.6,1,2,0.0896,1,0
12590,0.6515,104,744,2012-06-13,0,18,0.32,6,640,2,0.72,1,3,0.4478,1,1
5376,0.6667,38,215,2011-08-16,0,21,0.54,8,177,3,0.72,1,2,0,1,0
4523,0.7121,35,417,2011-07-12,0,8,0.58,7,382,3,0.76,1,2,0.2239,1,0
13943,0.6364,1,6,2012-08-09,0,3,0.83,8,5,3,0.68,1,4,0.0896,1,1
2889,0.3182,3,89,2011-05-05,0,6,0.66,5,86,2,0.34,1,4,0.2537,1,0
490,0.0758,4,63,2011-01-22,0,11,0.38,1,59,1,0.06,2,6,0.1343,0,0
8323,0.2273,7,129,2011-12-18,0,10,0.6,12,122,4,0.24,1,0,0.2537,0,0
17196,0.2576,3,30,2012-12-24,0,7,0.69,12,27,1,0.2,1,1,0,1,1
10129,0.3636,4,38,2012-03-03,0,2,0.93,3,34,1,0.36,3,6,0.0896,0,1
6345,0.5455,14,136,2011-09-26,0,22,0.94,9,122,4,0.62,1,1,0.1343,1,0
10495,0.4242,65,178,2012-03-18,0,9,0.88,3,113,1,0.42,2,0,0.0896,0,1
16073,0.2424,17,368,2012-11-07,0,9,0.6,11,351,4,0.26,2,3,0.2836,1,1
3322,0.5303,13,236,2011-05-23,0,7,0.94,5,223,2,0.56,2,1,0.1045,1,0
15271,0.6061,52,230,2012-10-03,0,11,0.78,10,178,4,0.66,1,3,0.1642,1,1
7545,0.4545,14,80,2011-11-15,0,23,0.94,11,66,4,0.46,2,2,0.1045,1,0
10809,0.4545,184,463,2012-03-31,0,11,0.72,3,279,2,0.46,1,6,0.1343,0,1
12958,0.6667,3,18,2012-06-29,0,2,0.58,6,15,3,0.72,1,5,0.194,1,1
5684,0.5152,4,119,2011-08-30,0,6,0.73,8,115,3,0.54,1,2,0.1045,1,0
15179,0.6212,271,727,2012-09-29,0,15,0.43,9,456,4,0.6,1,6,0.2537,0,1
7124,0.2273,0,12,2011-10-29,0,10,0.93,10,12,4,0.26,3,6,0.3284,0,0
2052,0.2273,7,192,2011-03-31,0,8,1,3,185,2,0.24,2,4,0.2537,1,0
11985,0.6364,332,704,2012-05-19,0,13,0.37,5,372,2,0.7,1,6,0.1343,0,1
1562,0.4242,4,34,2011-03-10,0,12,0,3,30,1,0.42,3,4,0.2239,1,0
8087,0.303,16,137,2011-12-08,0,14,0.45,12,121,4,0.32,1,4,0.2537,1,0
6973,0.3636,15,46,2011-10-23,0,3,0.87,10,31,4,0.34,1,0,0,0,0
9665,0.1212,5,155,2012-02-12,0,15,0.4,2,150,1,0.16,1,0,0.5522,0,1
15430,0.4545,2,8,2012-10-10,0,2,0.88,10,6,4,0.46,2,3,0,1,1
8614,0.4242,36,283,2011-12-30,0,16,0.47,12,247,1,0.42,1,5,0.194,1,0
8435,0.3939,1,13,2011-12-23,0,2,0.94,12,12,1,0.38,3,5,0.1343,1,0
7675,0.4697,15,237,2011-11-21,0,9,0.94,11,222,4,0.48,2,1,0.1045,1,0
13079,0.6364,9,32,2012-07-04,1,3,0.74,7,23,3,0.68,1,3,0.194,0,1
6219,0.6212,51,281,2011-09-21,0,16,0.74,9,230,3,0.66,2,3,0.1045,1,0
10601,0.6212,117,586,2012-03-22,0,19,0.61,3,469,2,0.66,1,4,0,1,1
1895,0.2879,12,233,2011-03-24,0,17,0.7,3,221,2,0.3,2,4,0.2239,1,0
14519,0.5909,9,42,2012-09-02,0,3,0.89,9,33,3,0.66,1,0,0.0896,0,1
13946,0.6061,5,167,2012-08-09,0,6,0.83,8,162,3,0.66,1,4,0.1642,1,1
14074,0.7424,80,255,2012-08-14,0,14,0.41,8,175,3,0.82,1,2,0.2239,1,1
9400,0.4545,12,186,2012-02-01,0,13,0.47,2,174,1,0.46,1,3,0.2239,1,1
852,0.303,3,37,2011-02-07,0,22,0.81,2,34,1,0.28,1,1,0.0896,1,0
14032,0.6515,96,300,2012-08-12,0,20,0.45,8,204,3,0.72,1,0,0,0,1
4248,0.6515,81,323,2011-06-30,0,21,0.37,6,242,3,0.72,1,4,0.1045,1,0
2142,0.3939,1,2,2011-04-04,0,2,0.66,4,1,2,0.38,1,1,0.2537,1,0
2389,0.4848,21,89,2011-04-14,0,10,0.51,4,68,2,0.5,1,4,0.194,1,0
15354,0.4394,45,185,2012-10-06,0,22,0.62,10,140,4,0.44,1,6,0.1343,0,1
15798,0.5152,53,225,2012-10-25,0,10,0.83,10,172,4,0.54,2,4,0.1343,1,1
7052,0.5,26,131,2011-10-26,0,10,0.62,10,105,4,0.52,2,3,0.2537,1,0
15587,0.5152,76,346,2012-10-16,0,15,0.41,10,270,4,0.54,1,2,0.3284,1,1
6535,0.5,25,261,2011-10-04,0,20,0.68,10,236,4,0.52,1,2,0.2239,1,0
5421,0.697,48,274,2011-08-18,0,18,0.55,8,226,3,0.76,3,4,0.2537,1,0
13180,0.803,35,130,2012-07-08,0,8,0.53,7,95,3,0.84,1,0,0.1343,0,1
15260,0.5455,5,52,2012-10-03,0,0,0.94,10,47,4,0.62,3,3,0,1,1
3727,0.697,2,6,2011-06-09,0,4,0.79,6,4,2,0.72,2,4,0.0896,1,0
5450,0.5455,18,106,2011-08-19,0,23,0.88,8,88,3,0.6,2,5,0.0896,1,0
9162,0.1515,27,176,2012-01-22,0,15,0.8,1,149,1,0.16,2,0,0.194,0,1
12228,0.7727,73,393,2012-05-29,0,16,0.49,5,320,2,0.82,1,2,0.4925,1,1
15376,0.4091,19,116,2012-10-07,0,20,0.82,10,97,4,0.4,1,0,0.1343,0,1
10828,0.3485,9,97,2012-04-01,0,6,0.76,4,88,2,0.36,2,0,0.1343,0,1
5547,0.6212,9,38,2011-08-24,0,0,0.57,8,29,3,0.62,1,3,0.1343,1,0
7749,0.4242,52,142,2011-11-24,1,11,0.41,11,90,4,0.42,1,4,0.2985,0,0
5125,0.697,91,290,2011-08-06,0,10,0.7,8,199,3,0.74,2,6,0.2836,0,0
253,0.197,0,20,2011-01-11,0,21,0.86,1,20,1,0.16,3,2,0.0896,1,0
16657,0.3485,30,249,2012-12-01,0,19,0.81,12,219,4,0.32,2,6,0,0,1
16287,0.3333,17,711,2012-11-16,0,8,0.57,11,694,4,0.32,2,5,0.1343,1,1
10469,0.4091,29,86,2012-03-17,0,7,1,3,57,1,0.4,2,6,0.1343,0,1
6748,0.5758,47,479,2011-10-13,0,17,0.83,10,432,4,0.62,3,4,0.2537,1,0
11627,0.6818,103,343,2012-05-04,0,15,0.62,5,240,2,0.72,2,5,0.1045,1,1
16752,0.4242,29,609,2012-12-05,0,18,0.35,12,580,4,0.42,1,3,0.4478,1,1
14287,0.6818,86,278,2012-08-23,0,11,0.48,8,192,3,0.76,1,4,0.0896,1,1
9608,0.197,3,64,2012-02-10,0,6,0.59,2,61,1,0.2,1,5,0.194,1,1
7019,0.4394,5,11,2011-10-25,0,1,0.77,10,6,4,0.44,1,2,0.1343,1,0
16210,0.3333,2,5,2012-11-13,0,3,0.87,11,3,4,0.36,3,2,0.3582,1,1
5797,0.6212,46,123,2011-09-03,0,23,0.85,9,77,3,0.66,1,6,0.1343,0,0
6300,0.5455,31,124,2011-09-25,0,1,0.88,9,93,4,0.6,2,0,0.1045,0,0
6912,0.4697,38,155,2011-10-20,0,14,0.48,10,117,4,0.48,2,4,0.5522,1,0
17254,0.2576,1,43,2012-12-26,0,18,0.93,12,42,1,0.28,3,3,0.2985,1,1
1636,0.4545,124,256,2011-03-13,0,16,0.41,3,132,1,0.46,1,0,0.3881,0,0
4202,0.6515,23,81,2011-06-28,0,23,0.7,6,58,3,0.7,1,2,0.2836,1,0
1747,0.5152,55,159,2011-03-18,0,11,0.52,3,104,1,0.54,1,5,0.2836,1,0
14141,0.2424,58,378,2012-08-17,0,9,0.58,8,320,3,0.7,1,5,0.1045,1,1
8858,0.2576,1,79,2012-01-09,0,21,0.93,1,78,1,0.2,2,1,0,1,1
2152,0.6212,59,157,2011-04-04,0,12,0.36,4,98,2,0.64,1,1,0.4627,1,0
9860,0.3182,8,172,2012-02-20,1,19,0.34,2,164,1,0.34,1,1,0.2239,0,1
723,0.2273,5,52,2011-02-02,0,11,0.93,2,47,1,0.24,2,3,0.194,1,0
1088,0.4394,1,8,2011-02-18,0,1,0.72,2,7,1,0.44,1,5,0.2239,1,0
650,0.2273,4,38,2011-01-30,0,9,0.8,1,34,1,0.16,2,0,0,0,0
1815,0.2727,3,98,2011-03-21,0,8,0.87,3,95,2,0.3,2,1,0.4179,1,0
6169,0.6061,45,188,2011-09-19,0,14,0.6,9,143,3,0.6,2,1,0.194,1,0
12995,0.7727,117,404,2012-06-30,0,15,0.3,6,287,3,0.88,1,6,0.2537,0,1
15442,0.6212,63,271,2012-10-10,0,14,0.4,10,208,4,0.6,1,3,0.1642,1,1
1595,0.303,11,64,2011-03-11,0,22,0.52,3,53,1,0.3,1,5,0.1642,1,0
7904,0.2576,4,50,2011-11-30,0,23,0.52,11,46,4,0.28,1,3,0.2836,1,0
4495,0.6212,0,4,2011-07-11,0,4,0.74,7,4,3,0.66,1,1,0.2239,1,0
14566,0.6364,1,5,2012-09-04,0,2,0.82,9,4,3,0.68,1,2,0.1343,1,1
330,0.2273,0,1,2011-01-15,0,5,0.59,1,1,1,0.16,1,6,0,0,0
1777,0.4697,138,278,2011-03-19,0,17,0.31,3,140,1,0.48,1,6,0.3284,0,0
11029,0.5303,81,391,2012-04-09,0,16,0.3,4,310,2,0.56,1,1,0.4179,1,1
10213,0.303,20,136,2012-03-06,0,14,0.36,3,116,1,0.32,1,2,0.2239,1,1
929,0.1667,1,74,2011-02-11,0,7,0.73,2,73,1,0.08,1,5,0,1,0
14419,0.6364,17,109,2012-08-28,0,23,0.57,8,92,3,0.68,1,2,0,1,1
6002,0.6667,60,212,2011-09-12,0,15,0.48,9,152,3,0.74,1,1,0.0896,1,0
15827,0.6061,142,448,2012-10-26,0,15,0.61,10,306,4,0.62,2,5,0.1045,1,1
16368,0.4242,33,619,2012-11-19,0,17,0.58,11,586,4,0.42,2,1,0.194,1,1
2847,0.6364,48,217,2011-05-03,0,12,0.61,5,169,2,0.68,2,2,0.4925,1,0
10585,0.5,0,7,2012-03-22,0,3,0.83,3,7,2,0.52,1,4,0.0896,1,1
13727,0.6061,1,6,2012-07-31,0,3,0.83,7,5,3,0.66,1,2,0.0896,1,1
1398,0.2273,7,72,2011-03-03,0,12,0.25,3,65,1,0.22,1,4,0.1343,1,0
14520,0.5909,7,22,2012-09-02,0,4,0.89,9,15,3,0.66,1,0,0,0,1
15684,0.5152,325,691,2012-10-20,0,16,0.42,10,366,4,0.54,1,6,0.2836,0,1
5325,0.697,125,347,2011-08-14,0,18,0.66,8,222,3,0.74,1,0,0.1642,0,0
327,0.197,0,12,2011-01-15,0,2,0.59,1,12,1,0.16,2,6,0.0896,0,0
4918,0.803,37,322,2011-07-28,0,19,0.59,7,285,3,0.82,1,4,0.194,1,0
3291,0.5152,31,131,2011-05-22,0,0,0.88,5,100,2,0.54,1,0,0.1642,0,0
6826,0.5303,14,62,2011-10-16,0,23,0.52,10,48,4,0.56,1,0,0.4179,0,0
9264,0.4091,8,192,2012-01-26,0,21,0.76,1,184,1,0.4,2,4,0.1045,1,1
11220,0.6212,50,370,2012-04-17,0,16,0.22,4,320,2,0.68,1,2,0.3582,1,1
8027,0.4545,0,3,2011-12-06,0,2,0.87,12,3,4,0.46,2,2,0.194,1,0
6717,0.5152,15,113,2011-10-12,0,10,0.88,10,98,4,0.54,2,3,0.3881,1,0
12307,0.5455,6,73,2012-06-01,0,23,0.88,6,67,2,0.6,3,5,0.1343,1,1
9037,0.2879,1,62,2012-01-17,0,10,0.87,1,61,1,0.3,3,2,0.2537,1,1
80,0.2121,7,57,2011-01-04,0,11,0.51,1,50,1,0.22,1,2,0.2985,1,0
139,0.197,4,17,2011-01-07,0,0,0.64,1,13,1,0.2,2,5,0.194,1,0
1147,0.3333,76,198,2011-02-20,0,13,0.29,2,122,1,0.34,1,0,0,0,0
7604,0.2424,10,115,2011-11-18,0,10,0.41,11,105,4,0.26,1,5,0.2836,1,0
14025,0.697,178,543,2012-08-12,0,13,0.4,8,365,3,0.78,1,0,0,0,1
4138,0.6061,24,51,2011-06-26,0,7,0.61,6,27,3,0.62,1,0,0,0,0
8685,0.2273,10,154,2012-01-02,1,16,0.35,1,144,1,0.26,1,1,0.4179,0,1
2972,0.5455,106,351,2011-05-08,0,17,0.49,5,245,2,0.58,3,0,0.2836,0,0
5265,0.6212,3,76,2011-08-12,0,6,0.5,8,73,3,0.62,1,5,0.1343,1,0
1945,0.2727,45,138,2011-03-26,0,19,0.45,3,93,2,0.28,2,6,0.2537,0,0
14918,0.5455,19,281,2012-09-18,0,18,0.88,9,262,3,0.6,2,2,0.1642,1,1
8708,0.1212,9,77,2012-01-03,0,15,0.37,1,68,1,0.16,1,2,0.4179,1,1
16794,0.3333,36,240,2012-12-07,0,12,0.71,12,204,4,0.34,2,5,0.194,1,1
14708,0.5303,6,41,2012-09-10,0,0,0.52,9,35,3,0.56,1,1,0.2836,1,1
11630,0.6515,77,641,2012-05-04,0,18,0.54,5,564,2,0.7,1,5,0.4627,1,1
6204,0.5152,0,17,2011-09-21,0,1,0.94,9,17,3,0.54,1,3,0,1,0
7716,0.4848,1,6,2011-11-23,0,2,0.94,11,5,4,0.5,3,3,0.3582,1,0
3096,0.5,24,154,2011-05-13,0,21,0.84,5,130,2,0.52,2,5,0.1642,1,0
13709,0.697,34,293,2012-07-30,0,9,0.7,7,259,3,0.74,2,1,0,1,1
7134,0.2121,7,47,2011-10-29,0,20,0.87,10,40,4,0.24,1,6,0.3582,0,0
2194,0.2576,4,56,2011-04-06,0,6,0.7,4,52,2,0.24,1,3,0.1045,1,0
3489,0.5606,6,16,2011-05-30,1,6,0.94,5,10,2,0.64,2,1,0.0896,0,0
15042,0.5,40,138,2012-09-23,0,22,0.48,9,98,4,0.52,1,0,0,0,1
14900,0.5152,2,13,2012-09-18,0,0,0.94,9,11,3,0.6,3,2,0.2537,1,1
17269,0.2121,6,133,2012-12-27,0,9,0.6,12,127,1,0.26,1,4,0.4925,1,1
2773,0.4697,94,279,2011-04-30,0,10,0.44,4,185,2,0.48,1,6,0.3881,0,0
13874,0.6667,4,141,2012-08-06,0,6,0.79,8,137,3,0.7,2,1,0.2239,1,1
213,0.1212,0,1,2011-01-10,0,3,0.5,1,1,1,0.12,1,1,0.2239,1,0
9590,0.2273,10,158,2012-02-09,0,12,0.48,2,148,1,0.26,1,4,0.3284,1,1
12742,0.6061,1,6,2012-06-20,0,2,0.83,6,5,2,0.66,1,3,0.1642,1,1
10911,0.6212,113,759,2012-04-04,0,18,0.41,4,646,2,0.66,1,3,0.2537,1,1
6182,0.5152,0,3,2011-09-20,0,3,0.83,9,3,3,0.54,2,2,0.2239,1,0
13029,0.7121,3,17,2012-07-02,0,1,0.58,7,14,3,0.76,2,1,0.194,1,1
7933,0.2727,0,3,2011-12-02,0,4,0.8,12,3,4,0.22,1,5,0,1,0
11305,0.4848,0,1,2012-04-21,0,5,0.82,4,1,2,0.5,1,6,0.2537,0,1
10954,0.4394,173,411,2012-04-06,0,13,0.33,4,238,2,0.44,1,5,0.3284,1,1
